,mse,sad,mad
ILSVRC2012_test_00000003.png,0.6319599731160895,0.756979866668448,6665.964705882353
ILSVRC2012_test_00000023.png,1.3284240897914088,1.4170639632773872,9406.470588235296
ILSVRC2012_test_00000025.png,0.37761003202035237,0.4447786555638589,1960.5843137254901
ILSVRC2012_test_00000026.png,0.34494884146609395,0.49500057989232704,2594.298039215686
ILSVRC2012_test_00000034.png,4.550215220236804,4.679735788704921,19851.439215686274
ILSVRC2012_test_00000038.png,0.6233689979378562,0.6696554853346297,4051.41568627451
ILSVRC2012_test_00000064.png,2.5821522955249487,2.611975276146564,16928.21176470588
ILSVRC2012_test_00000086.png,0.46067433084486203,0.5237453927422316,5087.662745098039
ILSVRC2012_test_00000105.png,1.2178826575067485,1.317537126779723,13066.015686274512
ILSVRC2012_test_00000128.png,0.5885374482833813,0.7567478782557797,4056.1686274509793
ILSVRC2012_test_00000131.png,1.3259986278984834,1.3301372426317208,17004.47450980392
ILSVRC2012_test_00000138.png,0.44217146168743116,0.5032692283567297,1573.219607843137
ILSVRC2012_test_00000142.png,6.260515540283822,6.370562427218078,59532.90588235294
ILSVRC2012_test_00000153.png,1.0852252520631198,1.212832943190113,9447.96862745098
ILSVRC2012_test_00000184.png,1.9357381848460327,1.9924298559202684,18031.49019607843
ILSVRC2012_test_00000196.png,0.8703903195807912,0.9752555820015867,9279.556862745098
ILSVRC2012_test_00000201.png,1.5295784047555674,1.5531649069884363,12114.686274509804
ILSVRC2012_test_00000205.png,0.6909110022715157,0.9095765842568911,6778.164705882353
ILSVRC2012_test_00000215.png,1.3959766863019063,1.4212413612025392,5943.631372549019
ILSVRC2012_test_00000224.png,0.3068076416291096,0.35280680937752273,2553.6156862745097
ILSVRC2012_test_00000232.png,0.32458952990656426,0.4115300263102302,4201.72156862745
ILSVRC2012_test_00000256.png,2.2759852841103205,2.2815085356176366,13191.682352941176
ILSVRC2012_test_00000259.png,0.8670374810597755,0.982274478261041,9769.701960784314
ILSVRC2012_test_00000262.png,1.7802064807605147,1.9136835432258799,23794.74117647059
ILSVRC2012_test_00000278.png,0.7003648041954382,0.7926398743384471,8707.149019607841
ILSVRC2012_test_00000284.png,0.9122058041327101,1.008173492685504,10926.58431372549
ILSVRC2012_test_00000307.png,0.2638501334410965,0.3622420208959496,1985.0862745098038
ILSVRC2012_test_00000311.png,0.32141775642321424,0.3997888386123679,5041.33725490196
ILSVRC2012_test_00000320.png,1.6354388822328534,1.7821260029435502,14720.360784313725
ILSVRC2012_test_00000324.png,1.0765445082160907,1.298149335910615,8691.109803921569
ILSVRC2012_test_00000354.png,2.032441558008395,2.1611619559898987,12904.298039215686
ILSVRC2012_test_00000355.png,4.65613885198436,4.679018497893009,23970.61176470588
ILSVRC2012_test_00000365.png,1.1086261612864978,1.1266229044240483,6743.964705882353
ILSVRC2012_test_00000376.png,4.486044363066399,4.486405042813712,15769.713725490197
ILSVRC2012_test_00000378.png,0.644007105705235,0.7524028972642196,4686.717647058824
ILSVRC2012_test_00000382.png,3.8374866627243303,3.8378990096124856,22209.921568627455
ILSVRC2012_test_00000386.png,2.0386968614816845,2.1853531929729413,13273.835294117645
ILSVRC2012_test_00000401.png,1.2116774173855094,1.689268082889628,10936.321568627453
ILSVRC2012_test_00000421.png,1.5884059819339669,1.7528095100407908,21038.97254901961
ILSVRC2012_test_00000422.png,0.3958838429869001,0.49719865741697156,8777.545098039216
ILSVRC2012_test_00000425.png,1.4779919334060527,1.5972311596872568,7650.73725490196
